Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
CA045167FA66,FR 0.75%021026,234772,Asian Development Bank,Financials,Philippines,2/2/2021,20-10-21,21-10-21,1250,CAD,0.8,10/2/2026,0.75,Green,0,99,0,0,1,0,0,Transport,100,19,0,0,5,69,1,1,1,0,0,0,5,0,0,3,5,1,4,0,0,3,1,0,0,0,20,40,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,65,70,,66,100,100,33,29,https://www.adb.org/sites/default/files/page/149831/adb-green-bonds-eligible-projects-20210630.pdf
XS1555168951,0.7% SNR NTS 25/01/23 SEK10000'1453'REGS,234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,25-01-17,21-10-21,21-10-21,3000,SEK,0.11,25-01-23,0.7,Green,0,0,100,0,0,0,0,Water,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,52,,45,75,33,0,71,https://nwbbank.com/download_file/813/529
AU3CB0277077,0.75% SNR MTN 15/07/2027 AUD1000,91158,European Investment Bank,Financials,Luxembourg,15-01-21,8/10/2021,11/10/2021,1250,AUD,0.76,15-07-27,0.75,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,97,0,,57,0,100,100,29,https://www.eib.org/en/investor_relations/recentissues/au3cb02770771.htm; https://www.eib.org/attachments/fi/eib-cab-framework-2020.pdf
FR0014000PF1,0% SNR EMTN 27/11/2028 EUR100000'19'REGS,42838,VINCI SA,Industrials,France,27-11-20,7/9/2021,24-09-21,500,EUR,1.19,27-11-28,0,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,29,0,,49,0,100,67,29,https://www.vinci.com/vinci.nsf/en/press-releases/pages/20201118-1845.htm
US501955AB41,SR NT RULE 144A 3.625 Apr-15-2029,51978,"LG Chem, Ltd.",Materials,South Korea,8/4/2019,13-09-21,24-09-21,500,USD,1,15-04-29,3.63,Green,0,24,68,8,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,57,88,,76,75,100,100,29,https://www.lgchem.com/asset/doc/LG_Chem_2020_Green_Bond_Annual_Report_vf.pdf
XS2231589784,0.95% SNR MTN 21/09/2023 USD200000 '103',51359,Bank Of China (Succursale De Paris),Financials,France,21-09-20,21-09-21,24-09-21,500,USD,1,21-09-23,0.95,Green,0,92,8,0,0,0,0,Water,100,47,0,0,0,0,53,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,NA,NA,NA,1513,NA,NA,NA,6786,23876,20357,71628,20,NA,NA,NA,-1761,-880444,,-113,-56661,,Moderate,78,89,,100,100,100,100,100,https://pic.bankofchina.com/bocappd/report/202104/P020210430613964103782.pdf
XS1997070781,2.125% SNR NTS 17/05/2027 GBP100000 '10',226992,Ørsted A/S,Utilities,Denmark,16-05-19,9/9/2021,24-09-21,350,GBP,1.31,17-05-27,2.13,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,NA,NA,NA,340,NA,NA,NA,452,5368,3615,42947,17,NA,NA,NA,-297,-136270,,-753,-346000,,Low,52,88,,100,100,100,100,100,https://orsted.com/greenbonds2020
XS2268340010,0% SNR EMTN 07/12/2028 EUR100000'30'REGS,43397,Snam S.p.A.,Utilities,Italy,7/12/2020,16-09-21,24-09-21,600,EUR,1.19,7/12/2028,0,Green,0,0,100,0,0,0,0,Others Green,100,36,0,0,0,0,0,4,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,0,0,,0,57,100,100,71,https://www.snam.it/export/sites/snam-rp/it/investor-relations/debito_credit_rating/file/Snam_Climate_Action_and_Transition_bonds_Report_2021.pdf
FR0012685691,0.625% SNR EMTN 23/04/2027 EUR100000'38',NA,Region of Ile-de-France,Industrials,France,23-04-15,12/10/2021,12/10/2021,500,EUR,1.14,23-04-27,0.63,Sustainable,0,0,100,0,0,0,0,Transport,69,2,0,0,0,48,0,13,6,0,0,0,0,0,31,0,0,0,2,0,0,0,0,13,0,0,0,41,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-9,-4896,,NA,NA,49,,96,85,100,100,100,https://www.iledefrance.fr/sites/default/files/2019-05/reporting_isr_en_2016.pdf
XS1241581179,0.875% SNR EMTN 04/06/2021 EUR100000 '7',231338,TenneT Holding B.V.,Utilities,Netherlands,4/6/2015,23-11-21,23-11-21,500,EUR,1.14,4/6/2021,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,NA,NA,NA,569,NA,NA,NA,1936,8977,11616,53865,NA,NA,NA,NA,-572,-326166,,-796,-454098,,Moderate,NA,0,,100,100,100,100,100,https://www.tennet.eu/fileadmin/user_upload/Company/Our_Responsibility/CSR_2020/2020_GFR_TenneT_Holding_B.V..pdf
DE000LB1M214,0.2% SNR NTS 13/12/21 EUR100000'790'REGS,48355,Landesbank Baden-Württemberg,Financials,Germany,13-12-17,15-11-21,15-11-21,750,EUR,1.16,13-12-21,0.2,Green,0,0,50,23,0,0,27,Buildings,100,27,0,0,0,0,0,73,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,72,0,0,0,0,0,0,0,298,191348,NA,NA,298,191348,NA,NA,14173,26677,56694,106707,69,6,NA,NA,-179,-155442,,-140,-121526,,Low,NA,85,,77,75,100,33,100,https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/lbbw_green_bonduse_of_proceeds_impact_reporting_20210518_ac129o3pog_m.pdf; https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/green_bond_framework_and_portfolio_20201231_english_ac28tj1d4c_m.pdf?r=mja0mw
XS2231191748,4.875%-FRN SUB EMTN PERP EUR100000 '16',238369,CPI Property Group S.A.,Real Estate,Luxembourg,16-09-20,22-11-21,23-11-21,500,EUR,1.19,Perpetual,4.88,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,11,0,,0,0,0,0,0,https://www.cpipg.com/uploads/92e098a57f0482a611c0df877a04301156d94a84.pdf; https://www.cpipg.com/uploads/978888d5c758951080cb5df37f933fb0436326d4.pdf
XS1924319301,3.724% GTD SNR EMTN 08/12/2025 USD250000,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,21-12-18,8/12/2021,13-12-21,50,USD,1,8/12/2025,3.72,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,NA,NA,NA,64,NA,NA,NA,291,1460,7272,36506,27,NA,NA,NA,-674,-33676,,-644,-32223,,High,50,88,,100,100,100,100,100,https://www.iberdrola.com/wcorp/gc/prod/en_US/inversores/docs/Green_financing_returns_report_2020.pdf
XS1591694481,2.995%-FRN SUB PERP EUR100000 'REGS',231338,TenneT Holding B.V.,Utilities,Netherlands,12/4/2017,10/12/2021,15-12-21,1000,EUR,1.16,Perpetual,3,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,NA,NA,NA,1153,NA,NA,NA,3925,18201,98129,455022,NA,NA,NA,NA,-572,-661267,,-901,-1145534,,Moderate,NA,0,,100,100,100,100,100,https://www.tennet.eu/fileadmin/user_upload/Company/Our_Responsibility/CSR_2020/2020_GFR_TenneT_Holding_B.V..pdf
XS2207430120,2.374%-FRN SUB PERP EUR100000 'REGS',231338,TenneT Holding B.V.,Utilities,Netherlands,22-07-20,10/12/2021,15-12-21,1000,EUR,1.18,Perpetual,2.37,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,NA,NA,NA,1182,NA,NA,NA,4023,18653,100570,466337,NA,NA,NA,NA,-572,-677712,,-462,-547441,,Moderate,NA,0,,100,100,100,100,100,https://www.tennet.eu/fileadmin/user_upload/Company/Our_Responsibility/CSR_2020/2020_GFR_TenneT_Holding_B.V..pdf
US70339PAA75,SR NT RULE 144A 4.500 Aug-15-2028,190988,Pattern Energy Operations LP,Utilities,United States,14-07-20,18-11-21,18-11-21,700,USD,1,15-08-28,4.5,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,84,0,,33,0,100,33,0,https://patternenergy.com/application/files/5215/9432/3593/Pattern_Energy_Operations_LP_Green_Financing_Framework_July_2020.pdf; https://patternenergy.com/application/files/4115/9432/3593/Pattern_Energy_Operations_LP_Green_Financing_Framework_Second-Party_Opinion.pdf
US871829BK24,GLOBAL GTD SR NT 2.400 Feb-15-2030,44051,Sysco Corporation,Consumer Staples,United States,11/2/2020,18-11-21,19-11-21,500,USD,1,15-02-30,2.4,Green,0,0,0,3,0,0,97,Land Use and Marine Resources,100,0,0,0,0,0,0,0,97,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,25,0,,80,75,100,100,43,https://investors.sysco.com/~/media/Files/S/Sysco-IR/documents/sustainability-reports/SYY-003_2020_CSR_v20.pdf; https://investors.sysco.com/~/media/Files/S/Sysco-IR/documents/sustainability-reports/sysco-sustainability-bond-framework-final.pdf
XS2197989382,0.518% SNR EMTN 30/06/2023 SEK1000000'47,227001,Statnett SF,Utilities,Norway,30-06-20,23-11-21,23-11-21,2250,SEK,0.12,30-06-23,0.52,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-418,-109143,,NA,88,0,,100,100,100,100,100,https://www.statnett.no/globalassets/om-statnett/investorrelasjoner/green-bond-investor-letter-and-impact-report-2020.pdf
XS2306621934,0.375% SNR EMTN 23/05/2025 EUR100000'20',241587,Landsbankinn hf.,Financials,Iceland,25-02-21,16-11-21,16-11-21,300,EUR,1.18,23-05-25,0.38,No sufficient information,0,0,0,0,0,0,100,No Sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,41,0,100,33,29,https://www.landsbankinn.is/Uploads/Documents/Bankinn/EMTN/Landsbankinn-EMTN-Final-terms-EUR-25-02-2021.pdf; https://www.landsbankinn.is/Uploads/Documents/English/Investor-relations/2021-01-21-LB-Sustainable-Finance-Framework.pdf
XS2149368529,1.375% SNR EMTN 30/03/2025 EUR100000,43624,Koninklijke Philips N.V.,Health Care,Netherlands,30-03-20,14-12-21,14-12-21,500,EUR,1.17,30-03-25,1.38,Sustainable,0,0,0,0,0,0,100,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,84,0,,64,25,100,100,29,https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/Philips_-_Base_Prospectus_EMTN_Programme.pdf; https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/events/Green_and_Sustainability_Innovation_Bond_Report_2020.pdf
USV04008AA29,AZURE PWR SOLAR ENERGY PRIVATE SR SEC REGS NT24               ,239401,Azure Power Solar Energy Private Limited,Financials,Mauritius,17-09-19,22-11-21,22-11-21,350,USD,1,24-12-24,5.65,Green,0,100,0,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,NA,NA,NA,1071,NA,NA,NA,62078,86552,310391,432758,139,NA,NA,NA,-2091,-731969,,-3602,-1261000,,High,79,83,,75,100,0,100,100,"http://investors.azurepower.com/~/media/Files/A/Azure-Power-IR/bondholder-reports/apsel-outstanding-amounts-and-maturity-dates.pdf; http://investors.azurepower.com/~/media/Files/A/Azure-Power-IR/bondholder-reports/independent-assurance-report.pdf;; http://investors.azurepower.com/~/media/Files/A/Azure-Power-IR/bondholder-reports/reduction-in-green-house-gases-achieved-rg2.pdf
"
XS2242176258,FRN SNR 10/2022 EUR100000 '925',240056,de Volksbank N.V.,Financials,Netherlands,7/10/2020,30-11-21,30-11-21,300,EUR,1.19,7/10/2022,0.2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,162725,NA,NA,NA,162725,NA,NA,1333,10159,2666,20319,NA,4,NA,NA,-6,-2054,,-10,-3663,,Moderate,26,75,,94,75,100,100,100,https://www.devolksbank.nl/assets/files/Green-Bond-Allocation-Report-2020.pdf; https://www.devolksbank.nl/assets/files/Green-Bond-Impact-Report-2020.pdf
FR0012270080,2.083% SNR EMTN 04/05/2029 EUR100000,NA,Essonne (Department of),Industrials,France,4/11/2014,16-12-21,16-12-21,40,EUR,1.14,4/5/2029,2.08,Sustainable,0,0,100,0,0,0,0,Transport,85,0,0,0,0,80,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,61,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,56,,23,93,0,0,0,https://essonne21.fr/spip.php?article2247; https://www.essonne.fr/fileadmin/1-le_departement/finances/2021_12_01_-_REPORTING_ISR_2021.pdf
FR0013310505,1.375%-FRN SUB PERP EUR100000 'REGS',48499,ENGIE SA,Utilities,France,16-01-18,10/12/2021,16-12-21,1000,EUR,1.16,Perpetual,1.38,Green,0,0,6,0,0,3,91,Renewable Electricity and Heat Production,100,70,0,0,1,3,0,0,0,0,0,0,27,0,0,28,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-2421,-2798542,,NA,40,63,,94,75,100,100,100,https://www.engie.com/en/csr/green-bonds; https://www.engie.com/sites/default/files/assets/documents/2019-09/engie-green-bond-framework-january-2018.pdf
XS1567475303,0.3% SNR MTN 17/02/22 EUR100000'306'REGS,43660,Skandinaviska Enskilda Banken AB (publ),Financials,Sweden,17-02-17,15-12-21,16-12-21,500,EUR,1.15,17-02-22,0.3,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,52,0,0,0,13,0,31,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,84475,NA,NA,463,84475,NA,NA,3327,14451,16635,72257,27,4,NA,NA,-311,-179130,,-377,-217449,,Moderate,98,79,,94,75,100,100,100,https://webapp.sebgroup.com/mb/mblib.nsf/alldocsbyunid/0E063FAA4B31E2D5C12586A0004E4390/$FILE/seb_green_bond_investor_report_2020.pdf
XS2149379211,2% SNR EMTN 30/03/2030 EUR100000'2020/2',43624,Koninklijke Philips N.V.,Health Care,Netherlands,30-03-20,26-11-21,26-11-21,500,EUR,1.17,30-03-30,2,No sufficient information,0,0,0,0,0,0,100,No Sufficient Information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,84,0,,50,0,100,100,0,https://www.philips.com/c-dam/corporate/about-philips/investors/debt-info/Philips_-_Base_Prospectus_EMTN_Programme.pdf
XS1626191792,1.25% SNR BDS 07/06/2032 EUR100000'1462',234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,7/6/2017,16-12-21,17-12-21,500,EUR,1.16,7/6/1932,1.25,Social,0,0,100,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,50,25,100,33,43,https://nwbbank.com/download_file/815/530
XS2014382845,0.875% SNR EMTN 24/06/32 EUR1000'22'REGS,226990,Alliander N.V.,Utilities,Netherlands,24-06-19,1/12/2021,17-12-21,300,EUR,1.15,24-06-32,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,90,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1498,5465,NA,NA,1498,5465,NA,NA,61163,58567,795121,761375,NA,4,NA,NA,-2164,-747807,,-2120,-732548,,Moderate,83,5,,94,75,100,100,100,https://www.alliander.com/content/uploads/dotcom/ALL200059-Green-Bond-Report-2020.pdf
FR0013064755,0.625% SNR MTN ,44455,"HSBC Continental Europe, S.A",Financials,France,3/12/2015,20-12-21,20-12-21,500,EUR,1.14,3/12/2020,0.63,Green,16,16,68,0,0,0,0,Renewable Electricity and Heat Production,100,51,0,0,4,0,0,36,0,0,3,0,6,0,0,23,20,1,0,0,0,2,0,36,0,0,0,0,0,0,0,278,51314,NA,NA,278,51314,NA,NA,7123,18162,35614,90812,81,6,NA,NA,-271,-155117,,NA,NA,,Moderate,90,73,,93,100,100,100,71,https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/excel/201027-hsbc-green-and-sdg-asset-register-2020.xlsx?download=1 ; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/201110-hsbc-green-bonds-report-2020.pdf?download=1 ; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/161006-green-bonds-report.pdf?download=1
USN6600AAD56,NXP B V / NXP FDG LLC / NXP US SR GLBL REGS 30                ,169656,NXP B.V.,Information Technology,Netherlands,29-04-20,20-12-21,20-12-21,1000,USD,1,1/5/1930,3.4,Green,0,0,1,0,0,0,99,Others Green,100,0,0,0,0,0,0,0,0,0,0,27,52,21,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,62,36,,74,65,100,100,29,https://www.nxp.com/docs/en/supporting-information/2020-GREEN-INNOVATION-BOND-REPORT.pdf
FR0013054897,1.75% SNR EMTN 25/05/2031 EUR100000 '43',NA,Mairie de Paris,Industrials,France,18-11-15,21-12-21,21-12-21,300,EUR,1.14,25-05-31,0,Green,0,0,100,0,0,0,0,Others Green,100,1,0,0,0,43,0,0,7,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,14,0,0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-119,-40765,,NA,NA,58,,58,100,0,33,100,https://cdn.paris.fr/paris/2021/11/05/304af360652c61ad812755d6934f2d80.pdf
XS1057055060,2.5% GTD SNR EMTN 24/10/22 EUR100000'106,42800,Iberdrola International B.V.,Financials,Netherlands,24-04-14,21-12-21,22-12-21,750,EUR,1.15,24-10-22,2.5,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,77,0,0,23,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,NA,NA,NA,944,NA,NA,NA,6072,21535,48575,172276,29,NA,NA,NA,-318,-275620,,-159,-137631,,High,50,66,,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2020.pdf/425c407b-7e2e-e672-a287-eef61131f602?t=1630654990755; https://www.iberdrola.com/documents/20125/42169/Iberdrola_Framework_for_Green_Financing.pdf/5d2f964c-a785-0f6f-de35-9eae0fc83fc0?t=1630655010198 
XS1400167133,0.875% SNR EMTN 22/04/2026 EUR100000'21',226990,Alliander N.V.,Utilities,Netherlands,22-04-16,20-12-21,20-12-21,300,EUR,1.15,22-04-26,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,90,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,5,,94,75,100,100,100,https://www.alliander.com/content/uploads/dotcom/ALL200059-Green-Bond-Report-2020.pdf
FR0011332014,3.42% SNR BDS 01/10/2024 EUR1000,NA,Region of Nord-Pas-de-Calais,Industrials,France,1/10/2012,22-12-21,22-12-21,80,EUR,1.18,1/10/2024,3.42,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,0,0,0,0,0,https://www.capitaliq.com/CIQDotNet/FixedIncome/SecurityDetails.aspx?companyId=36033710&securityId=217393941
XS1324217733, 0.75% SNR NTS,44470,ING Bank N.V.,Financials,Netherlands,24-11-15,22-12-21,22-12-21,500,EUR,1.14,24-11-20,0,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,60,0,0,0,0,0,40,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,18,0,0,0,0,0,0,644,103688,NA,6849840,644,103688,NA,6849840,12035,30259,60173,151295,78,5,NA,42,-659,-376584,,-658,-376006,,High,86,78,,94,75,100,100,100,https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Allocation-Report-2019.htm ; https://www.ing.com/Sustainability/Sustainable-business/ING-Green-Bond/Post-issuance-Green-Bond-Impact-Report-2019.htm
XS1244060486,0.75% SNR EMTN 09/06/20 EUR1000'214'REGS,44519,ABN AMRO Bank N.V.,Financials,Netherlands,9/6/2015,24-11-21,24-11-21,500,EUR,1.14,9/6/2020,0.75,Green,0,0,100,0,0,0,0,Buildings,100,14,0,0,0,0,0,85,0,0,0,0,0,0,0,13,1,0,0,0,0,0,80,5,0,0,0,0,0,0,0,86,141264,NA,797896,86,141264,NA,797896,1782,10978,8912,54888,30,4,NA,10,-94,-53657,,-64,-36512,,Moderate,39,77,,100,100,100,100,100,https://assets.ctfassets.net/1u811bvgvthc/5iyKiXUzS0qdFmTGbfJW6R/22d28367dcb4d6b82204cec8d6ee4962/WE_Consultants_report_-_avoided_CO2_emissions_2019.pdf 
